id,target,ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin
48978,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.3,0.5,0.811634154,7,1,0,0,0,0,1,1,2,1,32,3,0.316227766,0.6234899112,0.2944486373,2.8284271247,0.5,0.2,0.9,2,3,9,5,11,1,13,3,3,1,5,0,1,1,0,0,0
48979,0,1,1,7,1,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0.0,0.0,-1.0,6,1,-1,0,0,0,1,1,0,1,87,3,0.316227766,0.7511767628,0.3615245497,3.4641016151,0.5,0.9,0.5,1,1,9,3,10,4,4,3,1,3,5,1,0,1,0,0,1
48981,0,4,1,6,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.1,0.1,-1.0,7,1,-1,0,-1,0,1,1,2,1,34,2,0.4,0.7766611097,0.3780211634,3.1622776602,0.0,0.6,0.0,3,1,7,4,8,3,11,5,3,1,7,0,0,0,0,0,0
48989,0,0,1,6,0,4,0,1,0,0,0,0,0,0,0,6,1,0,0,0.3,0.0,0.5777110004,11,0,1,3,0,17,1,0,2,1,104,3,0.4472135955,1.3777002037,0.3748332963,3.7416573868,0.1,0.4,0.6,4,2,7,5,9,3,12,3,0,3,11,0,1,1,0,0,0
48992,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.6,0.4,0.6941721688,7,1,-1,0,-1,1,1,1,2,1,31,3,0.3605551275,0.6378553943999999,0.4449719092,2.2360679775,0.1,0.4,0.1,2,1,7,1,9,3,9,5,3,1,16,1,1,1,0,0,1
48993,0,0,1,5,1,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0.6,1.1,1.4743642698,11,1,-1,0,-1,11,1,1,2,1,57,2,0.3741657387,0.6745062473000001,0.3924283374,2.8284271247,0.4,0.6,0.2,1,3,5,3,8,1,10,8,3,2,2,0,1,0,0,0,0
48995,0,2,1,4,0,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.7,0.7,1.0344080433,11,1,-1,0,-1,14,1,1,2,1,49,3,0.4,0.8215976675,0.3685105155,3.4641016151,0.1,0.0,0.6,4,4,7,1,12,3,8,2,0,4,4,0,0,0,0,1,0
48996,0,3,1,6,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.9,0.2,0.5820223363,7,1,-1,2,-1,14,0,1,2,1,104,0,0.4,0.5813741203,0.4049691346,2.4494897428,0.3,0.4,0.9,2,3,10,6,8,2,8,2,0,1,9,0,1,1,0,1,1
48997,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.9,0.4,0.7232738070999999,10,0,-1,0,1,11,1,1,0,1,44,3,0.4472135955,0.801921762,0.4062019202,3.3166247904,0.8,0.2,0.4,0,4,7,3,10,3,5,3,0,5,6,0,1,1,0,0,1
48998,0,2,1,8,0,0,0,0,0,1,0,0,0,0,0,12,1,0,0,0.9,0.3,0.8272696054,7,1,-1,1,-1,3,1,0,2,1,102,2,0.4,0.9199128597,-1.0,3.6055512755,0.5,0.3,0.3,0,4,8,5,10,2,5,6,0,1,5,0,0,1,0,0,0
48999,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0.9,0.3,0.4918078893,7,0,-1,0,-1,14,1,1,2,1,68,3,0.4472135955,0.925856762,0.4272001873,3.3166247904,0.5,0.3,0.0,3,2,8,3,7,4,10,8,2,2,5,0,1,0,0,0,0
49000,0,5,1,2,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.0,1.1,1.5083103129,3,1,1,0,1,10,1,0,2,1,55,2,0.4242640687,1.1639115442,0.3586084215,3.7416573868,0.8,0.7,0.2,3,3,5,3,11,2,17,8,3,5,5,1,0,1,1,0,0
49002,0,2,1,7,1,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.8,1.2,1.0738365797,4,1,-1,0,0,1,1,1,0,1,104,3,0.4242640687,0.9495758079,0.43829214,3.3166247904,0.2,0.5,0.7,2,2,9,2,10,4,8,7,0,3,4,0,0,0,0,1,0
49003,0,0,2,0,1,4,0,0,0,1,0,0,0,0,0,8,1,0,0,0.9,0.0,-1.0,6,1,-1,0,1,7,1,1,0,1,92,3,0.3741657387,0.7458147688,0.3926830783,3.3166247904,0.7,0.2,0.9,1,1,9,4,6,0,8,1,0,2,7,0,0,0,0,0,0
49005,0,3,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.2,0.2,-1.0,6,0,-1,1,1,14,1,1,0,1,104,2,0.5,1.0589836075,0.438520239,3.1622776602,0.3,0.4,0.4,3,1,8,3,10,1,6,10,0,1,14,1,0,0,1,0,0
49007,0,3,1,6,1,1,0,1,0,0,0,0,0,0,0,13,1,0,0,0.7,0.4,0.4716990566,11,1,-1,1,-1,9,1,1,2,1,104,2,0.4242640687,1.2496693778,-1.0,3.6055512755,0.6,0.4,0.8,1,3,6,2,11,3,9,9,0,3,13,0,1,1,0,0,0
49009,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.9,0.3,0.5135659646,11,1,-1,0,-1,1,1,0,2,1,25,3,0.3741657387,0.8698941942,-1.0,3.6055512755,0.5,0.1,0.5,4,3,8,3,7,3,3,6,2,1,4,0,0,0,0,1,0
49010,0,2,1,4,1,0,0,1,0,0,0,0,0,0,0,11,1,0,0,0.9,0.5,0.6087897831,7,0,-1,0,-1,4,1,1,0,1,104,3,0.3986226286,0.8168549848000001,0.4732863826,3.0,0.7,0.8,0.6,3,1,9,3,8,1,5,6,2,5,8,0,0,1,0,0,1
49011,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.8,0.3,0.5396758286,11,1,0,1,1,3,1,1,2,1,102,2,0.4,0.8267980656,0.3268026928,3.4641016151,0.9,0.0,0.8,3,1,8,1,9,3,7,8,3,1,9,0,1,0,1,0,0
49015,0,3,1,4,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.6,0.2,0.5267826876,7,1,-1,0,-1,1,1,1,2,1,64,3,0.316227766,0.5943084042,0.3619392214,2.6457513111,0.6,0.3,0.5,3,3,8,2,12,1,6,2,1,2,7,0,1,1,0,0,0
49017,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.8,0.4,0.6204836823,11,0,-1,0,-1,7,1,1,2,1,104,2,0.4472135955,0.8951608886,0.4254409477,3.0,0.5,0.5,0.6,4,2,9,3,10,3,10,11,4,2,5,0,0,1,1,0,0
49019,0,2,1,8,1,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0.0,0.2,0.5847007782,7,1,1,2,1,11,1,1,2,1,14,0,0.3741657387,0.700899658,0.3340658618,3.1622776602,0.2,0.0,0.5,2,2,7,4,10,2,9,9,0,5,4,0,1,1,0,0,0
49023,0,2,2,3,1,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0.0,0.0,0.9820259671,11,1,-1,0,-1,14,1,1,2,1,49,3,0.4,0.7252528770000001,0.3885871846,3.1622776602,0.6,0.5,0.6,2,3,8,0,10,2,6,2,1,7,4,0,0,0,0,1,0
49031,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.6,0.3,0.8529361055,7,1,-1,0,-1,0,1,1,2,1,32,1,0.3160696126,0.4698474344,0.3619392214,1.7320508076,0.0,0.6,0.0,1,1,9,2,7,2,9,1,2,2,9,0,0,0,0,0,0
49032,0,5,1,4,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.9,1.2,1.5568397477,11,0,1,8,1,9,1,1,2,1,13,3,0.4472135955,0.8902246906999999,0.3991240409,2.4494897428,0.6,0.3,0.4,3,1,8,5,7,1,14,6,0,2,10,0,0,0,1,1,0
49035,0,1,2,1,1,4,1,0,0,0,0,0,0,0,0,9,1,0,0,0.7,0.5,1.0111874208,10,1,-1,0,0,7,1,1,0,1,92,3,0.3741657387,0.8336380984999999,0.3926830783,3.4641016151,0.0,0.3,0.8,1,1,8,0,9,0,4,5,4,0,6,1,0,1,0,1,0
49037,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,7,0,0,1,0.7,0.3,0.6946221995,7,1,-1,0,-1,11,1,1,2,1,103,3,0.316227766,0.6471488646,0.3583294573,3.1622776602,0.4,0.4,0.4,3,1,7,3,11,1,7,5,0,5,3,0,1,0,0,0,0
49038,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.9,1.4,1.571822191,11,1,1,0,0,9,1,0,2,1,93,3,0.4,0.9269272975,0.3241913015,3.7416573868,0.9,0.9,0.1,3,2,9,2,9,2,12,4,1,5,5,0,1,1,0,0,0
49041,0,3,1,7,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0.7,0.3,-1.0,6,1,-1,0,1,1,1,1,0,1,51,2,0.3741657387,0.843674813,0.4017461885,3.6055512755,0.8,0.3,0.5,1,2,8,3,9,2,6,6,0,5,11,0,0,1,0,1,0
49042,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.9,0.3,0.6031169041,7,1,0,0,0,11,1,1,2,1,103,1,0.316227766,0.6586362068,0.2887905816,3.6055512755,0.1,0.1,0.0,2,4,7,3,11,1,10,8,1,1,5,1,1,0,0,0,0
49043,0,0,1,5,0,0,1,0,0,0,0,0,1,0,1,5,0,0,1,0.9,0.2,0.5344389582,11,1,0,0,0,10,1,1,0,1,83,2,0.4084115571,0.6840267261,0.33,2.0,0.4,0.7,0.6,1,2,9,2,10,2,6,9,0,2,13,1,1,1,0,0,0
49047,0,3,3,3,0,0,1,0,0,0,0,0,0,0,0,12,0,1,0,0.7,0.2,0.5884301148,7,1,0,0,0,0,1,1,1,1,32,1,0.316227766,0.6133164149,0.2944486373,3.0,0.2,0.5,0.7,4,1,9,4,10,4,13,6,0,2,6,0,0,0,0,0,0
49053,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.9,1.0,1.5628499608000002,11,0,0,3,0,17,1,1,2,1,104,3,0.4472135955,1.1056298456,0.3748332963,3.1622776602,0.1,0.6,0.5,3,2,10,2,10,3,10,9,2,5,14,0,1,0,0,1,0
49055,0,1,1,9,1,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0.4,0.0,0.3783186488000001,7,1,0,0,1,11,1,1,2,1,16,3,0.3741657387,0.6829687262,0.3185906464,3.0,0.8,0.8,0.3,3,1,10,3,10,3,8,8,2,3,6,0,1,0,1,1,1
49057,0,3,1,4,0,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0.4,0.0,-1.0,10,0,-1,8,0,13,1,1,0,1,4,2,0.5656854249000001,1.4034932805000002,0.5186520992,3.3166247904,0.2,0.8,0.7,2,2,8,4,7,3,11,2,2,4,8,0,1,0,1,0,0
49058,0,0,1,5,1,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0.8,0.2,0.7202430145000001,10,1,-1,0,0,1,1,1,0,1,64,1,0.316227766,0.6052627324000001,0.3619392214,2.6457513111,0.7,0.0,0.8,2,2,6,2,10,2,10,3,2,1,9,0,0,0,1,0,0
49063,0,3,1,7,0,3,0,1,0,0,0,0,0,0,0,3,0,1,0,0.9,0.3,0.6726812024,5,1,1,8,0,0,0,1,1,1,104,2,0.4472135955,1.4525270086000002,0.4562893819,3.4641016151,0.1,0.2,0.7,3,3,6,2,10,1,7,5,3,6,9,1,0,0,1,0,0
49067,0,1,2,0,1,4,0,0,0,1,0,0,0,0,0,8,1,0,0,0.5,0.5,0.85732141,6,1,-1,0,1,0,1,1,0,1,78,2,0.4,0.8726455928,0.3848376281000001,3.4641016151,0.5,0.3,0.1,3,1,8,2,10,2,11,7,1,3,8,0,1,1,0,0,0
49076,0,1,1,5,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.3,0.0,0.5533985905,7,1,-1,0,-1,0,1,1,2,1,23,3,0.4,0.8953853226999999,0.3974921383,3.4641016151,0.3,0.8,0.4,1,3,7,4,8,2,7,3,0,5,7,0,1,0,0,1,0
49078,1,4,2,3,1,0,0,0,0,1,0,0,0,0,0,5,0,1,0,0.9,0.4,0.5963430221,10,1,-1,0,0,11,0,1,4,1,99,2,0.316227766,0.6345916889,0.3687817783,3.1622776602,0.7,0.7,0.7,2,0,7,3,9,4,12,5,0,2,10,0,1,1,0,0,0
49081,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0.1,0.3,-1.0,11,1,-1,0,-1,0,1,1,0,1,46,3,0.4,0.7708533428000001,0.3663331817,3.4641016151,0.3,0.3,0.4,3,1,6,4,10,2,8,4,1,4,11,0,1,1,0,0,1
49082,0,6,2,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0.9,1.2,1.3007209539,6,0,-1,9,1,8,1,1,0,1,104,3,0.469041576,1.5779995705,0.5024937811,3.3166247904,0.1,0.6,0.0,1,3,9,4,10,3,11,3,2,4,10,0,0,1,0,1,0
49083,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.7,0.0,-1.0,7,1,-1,0,-1,11,1,1,2,1,67,2,0.3741657387,0.6495230290999999,0.3666060556,2.8284271247,0.2,0.5,0.9,3,2,7,3,10,5,7,7,2,4,6,1,1,1,0,1,1
49086,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,9,1,0,0,0.8,0.2,0.6087897831,11,1,-1,2,-1,11,1,0,1,1,94,0,0.3741657387,0.9200026949,0.4301162634,3.7416573868,0.4,0.8,0.9,4,4,10,4,5,2,10,7,3,5,7,0,0,1,0,0,0
49088,0,0,1,8,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.1,0.1,-1.0,7,1,0,0,1,0,1,1,2,1,34,2,0.4,0.8689073598,0.3144837039,3.6055512755,0.6,0.3,0.6,1,0,7,5,9,5,6,1,1,7,9,0,1,0,1,0,0
49090,0,0,2,10,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.6,1.1,1.0991473968,9,1,0,0,1,11,1,1,2,1,19,3,0.316227766,0.6034679393,0.3185906464,2.2360679775,0.9,0.3,0.7,2,3,9,4,9,2,6,3,5,1,8,0,0,1,0,0,0
49096,0,1,1,5,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.9,0.2,0.5533985905,11,1,-1,2,-1,11,0,1,2,1,14,0,0.4241462012,0.6939823990999999,0.4302324953,2.4494897428,0.7,0.9,0.6,2,2,7,1,9,3,9,8,1,3,6,1,1,0,0,0,0
49097,0,5,1,9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.1,0.3,-1.0,6,1,-1,0,1,11,1,1,0,1,103,1,0.316227766,0.5740245049,0.3583294573,2.6457513111,0.6,0.8,0.5,1,2,8,3,10,2,13,6,2,3,9,0,1,0,0,0,0
49099,0,3,1,6,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.7,0.1,0.4834769901,7,1,-1,0,-1,1,1,1,2,1,40,2,0.423792402,0.5928464743,0.3905124838,2.0,0.9,0.0,0.2,2,3,8,3,12,2,12,5,3,8,7,0,1,1,0,1,1
49101,0,4,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.8,0.8,1.362901317,11,1,-1,1,-1,14,1,1,2,1,8,3,0.4,0.9557719393,-1.0,3.4641016151,0.7,0.6,0.2,4,1,7,4,9,3,8,6,5,1,14,0,1,0,1,0,0
49103,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.5,0.2,0.7318640584,11,1,-1,0,-1,10,1,1,2,1,83,2,0.399374511,0.5427394547,0.3974921383,0.0,0.8,0.5,0.6,1,1,8,3,4,4,9,7,3,3,10,0,1,0,0,1,0
49104,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.9,0.3,0.6698880503,5,1,-1,0,-1,11,0,1,2,1,11,2,0.316227766,0.7038119348999999,0.3687817783,3.4641016151,0.1,0.0,0.5,2,0,7,4,7,1,3,4,4,4,4,0,1,0,0,0,0
49107,0,2,1,5,1,4,0,1,0,0,0,0,0,0,0,7,0,1,0,0.9,0.4,0.9778803608,11,1,-1,0,-1,1,1,1,1,1,31,3,0.423792402,0.6447659579,0.4489988864,2.2360679775,0.5,0.2,0.0,1,1,9,0,9,4,14,3,1,0,7,0,1,0,1,0,0
49113,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0.9,1.0,1.1664583147,8,1,-1,0,0,9,1,0,0,1,21,2,0.316227766,0.8783039158,0.3768288736,3.7416573868,0.9,0.4,0.9,3,2,8,3,9,2,10,6,2,1,4,0,0,1,0,0,0
49117,0,1,1,7,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.9,0.9,1.086853256,11,1,-1,1,-1,3,1,1,0,1,102,2,0.4,0.7852593402,-1.0,3.4641016151,0.3,0.9,0.9,5,2,10,2,10,2,8,9,0,2,9,0,1,1,0,1,0
49122,0,2,2,5,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.4,0.9,0.8227241336,9,1,1,0,0,1,1,1,0,1,64,1,0.316227766,0.6609183131,0.3016620626,3.1622776602,0.0,0.1,0.6,2,2,7,1,12,2,2,5,2,3,8,0,1,1,0,0,0
49131,0,6,1,5,1,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.2,0.2,-1.0,10,1,-1,0,0,11,1,1,0,1,16,3,0.3741657387,0.7438869327,0.3887158345,3.4641016151,0.9,0.1,0.6,2,5,9,3,11,2,6,8,1,2,7,0,1,1,0,0,0
49132,0,0,1,9,0,0,0,0,1,0,0,0,0,0,0,7,0,1,0,0.3,0.0,0.6754628043,7,1,-1,0,-1,7,1,1,3,1,104,3,0.4,1.0375192919,0.4256759331,3.4641016151,0.0,0.0,0.3,1,0,9,4,11,2,10,7,0,3,5,0,1,1,1,0,0
49135,0,7,2,7,1,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0.3,0.0,0.7988272654,6,1,-1,0,1,11,1,1,0,1,99,2,0.316227766,0.6044600076,0.3860051813,2.2360679775,0.9,0.9,0.3,4,4,8,1,7,3,7,2,1,3,5,1,1,1,1,1,0
49138,0,2,3,5,1,6,0,0,1,0,0,0,0,0,0,12,1,0,0,0.7,0.5,-1.0,11,1,-1,0,-1,14,1,1,2,1,60,1,0.316227766,0.6409252093,0.34727510710000004,3.3166247904,0.7,0.1,0.8,3,4,8,3,9,1,9,4,3,1,8,0,1,1,1,1,0
49139,0,1,2,1,0,5,1,0,0,0,0,0,0,0,0,2,0,0,1,0.9,0.8,0.9188987975,5,1,1,0,0,11,1,1,2,1,99,2,0.316227766,0.5962520683,0.30331501780000003,2.8284271247,0.5,0.8,0.3,1,3,6,2,9,1,12,12,2,2,6,0,1,1,1,0,0
49141,1,5,2,2,0,0,0,0,1,0,0,0,0,0,0,11,1,0,0,0.6,0.4,0.9633924434,11,0,1,0,0,0,1,1,2,1,23,3,0.4,0.9687855565,0.3309078422,3.4641016151,0.1,0.9,0.7,4,2,6,4,8,1,11,3,1,1,5,0,0,1,1,0,0
49143,0,3,1,3,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0.8,0.9,1.1478240283,9,0,-1,0,-1,10,0,1,2,1,28,3,0.3872983346,0.9050249985,0.3820994635,3.0,0.0,0.4,0.4,2,3,7,3,9,2,12,5,0,3,10,0,0,1,0,1,0
49153,0,5,1,3,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.1,0.2,-1.0,7,1,-1,2,-1,0,1,1,2,1,100,0,0.3997499218,0.8140730164,0.423083916,3.6055512755,0.1,0.0,0.6,4,3,8,6,10,4,10,7,3,1,10,0,1,1,0,0,0
49155,0,5,2,1,0,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0.4,0.0,0.8533024083,4,1,-1,0,0,10,1,0,0,1,89,2,0.3872983346,1.0465705506,0.4086563348,3.6055512755,0.3,0.1,0.8,4,2,7,0,11,4,8,2,0,3,12,1,0,1,1,0,0
49160,0,3,1,9,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0.1,0.2,-1.0,11,1,1,0,1,11,1,1,2,1,99,2,0.316227766,0.5832014806,0.30331501780000003,2.6457513111,0.5,0.0,0.7,1,4,5,5,10,3,11,9,1,3,11,0,0,1,0,0,0
49161,1,0,1,5,0,0,0,1,0,0,0,0,1,0,1,8,0,0,1,0.8,0.5,0.7215434845,11,1,1,0,0,15,1,0,2,1,63,2,0.3872983346,0.9274509633,0.3193743885,3.6055512755,0.5,0.8,0.8,1,2,8,4,10,0,7,3,1,1,7,0,0,1,0,0,1
49163,0,5,4,8,1,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.9,0.6,0.9387491678,10,1,-1,0,0,4,1,1,0,1,84,3,0.316227766,0.716194027,0.3667424164,3.3166247904,0.1,0.6,0.8,3,4,9,5,8,2,5,3,1,1,10,0,1,0,0,0,0
49164,0,1,1,7,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.1,0.1,-1.0,11,1,-1,0,-1,1,1,1,2,1,70,3,0.3741657387,0.8553067209,0.3860051813,3.4641016151,0.0,0.3,0.3,5,2,8,4,7,2,6,8,1,3,11,0,0,0,0,0,0
49170,1,1,2,2,0,0,0,0,0,1,0,0,0,0,0,8,0,1,0,0.4,0.0,0.6712860790999999,11,1,-1,0,-1,14,1,1,2,1,29,3,0.4,0.7570740762999999,0.3984971769,3.0,0.0,0.2,0.5,2,3,8,5,10,3,5,6,0,2,8,1,0,1,1,0,0
49175,0,5,2,2,0,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0.7,0.3,0.6015604708,7,1,-1,0,-1,1,1,1,2,1,64,3,0.316227766,0.6317503234,0.3619392214,2.8284271247,0.8,0.4,0.9,3,2,6,3,9,1,19,7,2,1,7,0,1,1,0,0,0
49176,0,5,1,2,1,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0.9,1.3,1.4667140144,6,1,-1,0,1,4,1,1,0,1,48,1,0.316227766,0.6498569455,0.3748332963,3.3166247904,0.4,0.9,0.6,2,1,9,3,9,3,2,4,2,2,9,0,1,1,0,0,0
49178,0,1,1,3,1,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.4,0.3,0.6098155459000001,11,1,-1,0,-1,0,1,1,2,1,34,2,0.4,0.9331642163,0.3780211634,3.6055512755,0.8,0.2,0.3,3,3,9,6,11,4,5,5,2,3,8,0,0,1,0,1,0
49181,0,3,1,5,1,0,0,0,1,0,0,0,0,0,0,9,1,0,0,0.4,0.0,1.1222187844,8,1,-1,0,1,0,1,1,0,1,87,3,0.316227766,0.6796936597,0.3615245497,3.1622776602,0.2,0.5,0.5,1,2,7,3,8,3,5,5,0,5,7,0,1,0,1,0,0
49183,0,1,1,8,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0.3,0.0,0.5973901573,7,1,1,0,0,14,1,1,2,1,82,3,0.316227766,0.7396531462999999,0.3292415527,3.6055512755,0.4,0.2,0.3,4,1,9,2,4,1,9,6,0,4,2,0,1,1,1,0,0
49186,0,3,1,5,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0.9,0.4,0.7648529270000001,9,1,-1,0,-1,1,0,1,2,1,64,3,0.316227766,0.5934560495000001,0.3619392214,2.6457513111,0.9,0.8,0.5,2,1,7,4,11,3,13,5,0,4,7,0,1,1,0,0,1
49187,1,2,2,4,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0.9,1.2,2.1299941314,8,1,-1,0,-1,1,0,1,3,1,65,3,0.3152776554,0.4927155316,0.3521363372,1.4142135624,0.0,0.0,0.0,2,4,8,3,10,2,6,3,1,2,7,0,1,0,0,0,0
49188,0,0,1,6,0,6,0,0,0,1,0,0,0,0,0,7,1,0,0,0.8,0.3,0.6566962768,6,1,-1,0,-1,14,1,1,2,1,49,3,0.4,0.7828481587999999,0.3685105155,3.6055512755,0.5,0.0,0.7,3,0,9,4,9,2,10,6,1,1,10,0,1,1,0,0,0
49190,0,1,1,6,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.9,0.2,0.967600124,10,1,-1,0,1,1,1,1,0,1,104,2,0.4242640687,0.9009980692,0.4141255848,3.4641016151,0.2,0.4,0.7,2,2,8,5,10,1,6,6,2,5,7,0,1,1,0,0,0
49191,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0.3,0.1,-1.0,11,1,-1,2,-1,1,1,1,2,1,1,0,0.3741657387,0.8826846727,0.4189272013000001,3.6055512755,0.5,0.1,0.6,2,2,6,2,5,3,13,4,0,2,13,0,0,1,0,0,0
49192,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.5,0.2,0.6509608283,7,1,0,0,0,1,1,1,2,1,64,1,0.316227766,0.6069501048,0.3016620626,2.8284271247,0.5,0.9,0.0,3,1,6,4,9,2,5,6,2,1,8,0,0,1,0,0,0
49194,0,0,3,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3,0.1,-1.0,6,0,-1,9,1,15,1,1,0,1,58,3,0.5477225575,1.4270990051,0.500999002,2.8284271247,0.8,0.2,0.8,2,0,10,1,10,2,14,5,2,4,6,0,0,1,0,0,0
49198,0,3,1,2,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0.2,0.3,-1.0,7,1,1,0,1,11,1,1,2,1,103,3,0.316227766,0.5946038337,0.2887905816,2.8284271247,0.9,0.1,0.0,4,3,7,4,8,3,6,7,2,1,5,0,1,0,0,0,0
49202,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.3,0.3,-1.0,6,1,-1,0,0,11,1,0,0,1,17,2,0.3741657387,0.9234323325,0.3903844259000001,3.6055512755,0.9,0.3,0.1,2,2,6,3,10,3,9,4,1,2,13,0,1,1,0,0,1
49204,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,1.0,1.1659223816,10,1,-1,0,0,11,1,1,0,1,7,3,0.3741657387,0.7863373616,0.4129164564,3.1622776602,0.3,0.2,0.9,4,2,8,3,9,2,5,6,1,2,10,1,1,0,0,0,0
49205,0,7,2,1,1,0,0,0,0,1,0,0,0,0,0,6,0,1,0,0.6,0.8,1.4910147551,2,1,1,0,1,11,1,1,2,1,104,3,0.3741657387,0.5888249960999999,0.2949576241,2.2360679775,0.3,0.4,0.6,2,2,6,3,10,2,12,6,1,2,11,0,1,0,0,1,0
49212,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0.8,0.4,0.7968688725,7,1,1,8,1,4,1,1,0,1,6,3,0.4,1.0453142198,0.3466987165,3.6055512755,0.9,0.9,0.9,1,2,9,2,9,3,5,4,3,5,8,1,1,1,0,1,0
